Q1,Q2,MRK_Age,Age_groups,Q3,Q3r5oe,Q4,State,Region,States_Division,Q5a,QS5br1,QS5br2,QS5br3,QS5br4,QS5br5,QS5br6,QS5br6oe,Q5_a__1,Q5_b__1,Q5_c__1,Q5_d__1,Q6,Vir_Q7r1,Vir_Q7r2,Vir_Q7r3,Vir_Q7r4,Vir_Q7r5,Vir_Q7r6,Vir_Q7r7,Vir_Q7r8,Vir_Q7r9,Vir_Q7r10,Vir_Q7r11,Vir_Q7r12,Vir_Q7r13,Vir_Q7r14,Vir_Q7r15,Vir_Q7r16,Vir_Q7r17,Vir_Q7r18,Vir_Q7r19,D1,D2,D3,D5,QD6,happiness,anxiety
English,19,18-24,<45,Woman,,91910,California,West,Pacific,Yes,Other,Other,Selected,Other,Other,Other,,6,5,7,3,Being with my grandma,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,"$25,000 - $49,999",Completed high school,I work part time,"Single, never been married",None,7,3
English,63,55-64,45+,Woman,,80403,Colorado,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,6,7,6,3,"When things go well, as planned",Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,"$75,000 - $99,999",Completed college,I am retired,Married,None,6,3
English,68,65+,45+,Woman,,24141,Virginia,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,7,7,7,5,Seeing my child,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Selected,Other,Other,Other,"$75,000 - $99,999",Completed college,I am retired,Married,None,7,5
English,66,65+,45+,Woman,,3106,New Hampshire,Northeast,New England,No,Selected,Other,Other,Other,Other,Other,,10 - completely,10 - completely,10 - completely,0 - not at all,"My family, good health and my religion.",Selected,Selected,Other,Other,Selected,Selected,Selected,Other,Other,Selected,Other,Other,Other,Other,Selected,Selected,Other,Other,Other,"Up to $24,999",Completed high school,I am retired,Married,None,10,0
English,58,55-64,45+,Woman,,24370,Virginia,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,9,9,8,7,my family makes me happy,Selected,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,"$25,000 - $49,999",Some college,I work full time,Married,None,8,7
English,51,45-54,45+,Man,,81620,Colorado,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,7,8,5,2,Being free to pursue my own security,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Selected,Selected,Other,Selected,Other,Other,Selected,Other,Other,Other,"$100,000 - $149,999",Completed college,I work full time,Married,None,5,2
English,21,18-24,<45,Woman,,35633,Alabama,South,East South Central,No,Selected,Other,Other,Other,Other,Other,,9,9,8,3,"Hanging out with friends and family, learning things, working out, going on walks outside, and funny people",Selected,Selected,Other,Other,Other,Other,Selected,Selected,Other,Selected,Other,Selected,Selected,Other,Selected,Selected,Other,Selected,Other,"$50,000 - $74,999",Completed college,I am a student,"Single, never been married",None,8,3
English,51,45-54,45+,Man,,21555,Maryland,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,5,7,10 - completely,4,Anytime I am off work I am happy.,Selected,Selected,Other,Other,Selected,Other,Selected,Other,Other,Selected,Selected,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"$50,000 - $74,999",Completed college,I work full time,Married,None,10,4
English,57,55-64,45+,Man,,38671,Mississippi,South,East South Central,No,Selected,Other,Other,Other,Other,Other,,5,5,4,4,having a good day where nothing happens,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,"$25,000 - $49,999",Some college,I work full time,"Single, never been married",None,4,4
English,58,55-64,45+,Woman,,50677,Iowa,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,1,1,1,10 - completely,Feeling in control of what is happening financially spiritually and physically,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,"Up to $24,999",Some college,I am retired,Married,None,1,10
English,45,45-54,45+,Woman,,1075,Massachusetts,Northeast,New England,Yes,Selected,Other,Other,Other,Other,Other,,0 - not at all,1,5,8,"God, my husband, good food. prayer",Selected,Selected,Selected,Selected,Selected,Selected,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Other,Other,Selected,Other,"$25,000 - $49,999",Completed college,I am unemployed,Married,None,5,8
English,56,55-64,45+,Man,,60478,Illinois,Midwest,East North Central,No,Other,Selected,Other,Other,Other,Other,,4,5,5,10 - completely,Playing my Xbox series s,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,"$25,000 - $49,999",Completed high school,I work full time,Living with a partner,None,5,10
English,66,65+,45+,Woman,,36535,Alabama,South,East South Central,No,Selected,Other,Other,Other,Other,Other,,7,7,7,0 - not at all,Not to have any problems,Selected,Selected,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,"Up to $24,999",Completed high school,I am retired,Separate or divorced,None,7,0
English,46,45-54,45+,Woman,,59847,Montana,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,5,5,5,5,"My family, traveling",Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Selected,Other,Other,Other,"$25,000 - $49,999",Graduate degree,I am unemployed,Married,2,5,5
English,78,65+,45+,Woman,,53220,Wisconsin,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,8,9,9,3,The days I feel good so I can be more active.,Other,Other,Selected,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,"$25,000 - $49,999",Completed high school,I am retired,Widowed,None,9,3
English,22,18-24,<45,Man,,36768,Alabama,South,East South Central,No,Other,Selected,Other,Other,Other,Other,,10 - completely,10 - completely,10 - completely,5,Waking up to my son and wife,Other,Other,Selected,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Selected,Other,"$100,000 - $149,999",Graduate degree,I work full time,Married,1,10,5
English,64,55-64,45+,Man,,89121,Nevada,West,Mountain,No,Selected,Other,Other,Other,Selected,Other,,6,6,5,2,"Eating well, getting exercise, talking to friends, and being out in Nature.  I enjoy listening to music.  I enjoy listening to podcasts.",Other,Selected,Other,Other,Other,Selected,Selected,Other,Other,Selected,Selected,Selected,Selected,Other,Other,Selected,Other,Other,Other,"Up to $24,999",Completed college,I am retired,"Single, never been married",None,5,2
English,63,55-64,45+,Woman,,24433,Virginia,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,7,9,10 - completely,1,Spending time with my family makes me happy.,Selected,Selected,Other,Other,Selected,Other,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Other,Other,Other,Other,"$75,000 - $99,999",Completed college,I am a stay-at-home mom/dad,Married,None,10,1
English,64,55-64,45+,Woman,,21220,Maryland,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,4,6,10 - completely,0 - not at all,Just life in general and my kids make me happy.,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,"$25,000 - $49,999",Completed high school,I work full time,Married,None,10,0
English,75,65+,45+,Man,,28213,North Carolina,South,South Atlantic,No,Other,Selected,Other,Other,Other,Other,,6,7,7,0 - not at all,Getting thru the day,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,"$25,000 - $49,999",Some college,I am retired,Married,None,7,0
English,56,55-64,45+,Woman,,8880,New Jersey,Northeast,Middle Atlantic,No,Selected,Other,Other,Other,Other,Other,,9,8,8,4,Spending time with my son makes me happy as can be.,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Selected,Other,Other,Other,"$100,000 - $149,999",Completed high school,I work part time,Married,1,8,4
English,66,65+,45+,Woman,,29577,South Carolina,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,8,8,8,2,"im retired and we saved for our retirement, so we dont have to worry too much about financial matters  my grown children live nearby",Selected,Selected,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"$150,000 or greater",Completed college,I am retired,Married,None,8,2
English,57,55-64,45+,Woman,,6109,Connecticut,Northeast,New England,No,Selected,Other,Other,Other,Other,Other,,8,6,9,1,"I am happy when my kids are happy and content.  My boyfriend makes me very happy, he is so kind and thoughtful, I am so lucky he is in my life.",Selected,Selected,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,"$150,000 or greater",Completed college,I work full time,Separate or divorced,None,9,1
English,73,65+,45+,Woman,,1720,Massachusetts,Northeast,New England,No,Selected,Other,Other,Other,Other,Other,,8,8,8,9,"Family, pets, keeping busy with friends. baking, gardening, traveling. Helping others.",Selected,Selected,Selected,Other,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"$50,000 - $74,999",Completed college,I am retired,Married,None,8,9
English,58,55-64,45+,Man,,84045,Utah,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,8,7,9,2,My family.,Selected,Selected,Other,Other,Selected,Selected,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"$150,000 or greater",Graduate degree,I work full time,Married,None,9,2
English,56,55-64,45+,Woman,,55436,Minnesota,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,8,8,9,0 - not at all,My kids are doing well.,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"$100,000 - $149,999",Completed college,I work full time,Married,None,9,0
English,75,65+,45+,Woman,,53110,Wisconsin,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,6,8,7,2,good books and family,Selected,Selected,Selected,Other,Other,Selected,Other,Other,Other,Selected,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,"$25,000 - $49,999",Completed college,I am retired,Widowed,None,7,2
English,63,55-64,45+,Woman,,4240,Maine,Northeast,New England,No,Selected,Other,Other,Other,Other,Other,,6,2,3,3,Nonething now a days,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,"$25,000 - $49,999",Some high school or less,I am retired,Living with a partner,None,3,3
English,50,45-54,45+,Man,,57078,South Dakota,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,8,9,7,5,Being able to be happy in everyday life.,Selected,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Other,"$75,000 - $99,999",Completed high school,I work full time,Married,1,7,5
English,57,55-64,45+,Man,,51201,Iowa,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,9,9,9,0 - not at all,Going to work and having a gre,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,"$50,000 - $74,999",Completed college,I work full time,Married,None,9,0
English,18,18-24,<45,Woman,,73071,Oklahoma,South,West South Central,No,Selected,Other,Other,Other,Other,Other,,8,8,10 - completely,0 - not at all,"Life, joy and   Peace  Mom dad and sister",Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,"$100,000 - $149,999",Some high school or less,I am a student,"Single, never been married",None,10,0
English,72,65+,45+,Woman,,29615,South Carolina,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,7,7,6,6,I love helping others. I care for the elderly in my work. I love their stories that they tell and they enjoy my company and value my opinion. I love animals and am currently taking care of a cat. I exercise and eat healthy and I'm enjoying a healthy lifestyle free of pain. Jesus told the rich man in the bible to give it all away and follow him. He couldn't. I have always been provided for.,Selected,Selected,Selected,Other,Selected,Selected,Selected,Selected,Selected,Other,Selected,Selected,Selected,Other,Selected,Selected,Other,Selected,Other,"$25,000 - $49,999",Some college,I work part time,"Single, never been married",None,6,6
English,75,65+,45+,Woman,,89523,Nevada,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,8,9,8,2,"Family, friends, travel, babies.",Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Selected,Other,Other,Other,Selected,Selected,Other,Other,Other,"$100,000 - $149,999",Completed college,I am retired,Married,None,8,2
English,72,65+,45+,Woman,,89048,Nevada,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,4,9,4,9,Peace....no contact with my dead husband's twisted sisters.,Selected,Selected,Other,Other,Other,Selected,Other,Selected,Selected,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Other,"$25,000 - $49,999",Completed college,I am retired,Widowed,None,4,9
English,52,45-54,45+,Man,,5495,Vermont,Northeast,New England,No,Other,Selected,Other,Other,Other,Other,,7,8,7,9,Sleeping and doing things outside,Selected,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Selected,Selected,Other,Other,Selected,Other,Other,Other,"$150,000 or greater",Graduate degree,I work full time,Married,1,7,9
English,20,18-24,<45,Woman,,84604,Utah,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,6,7,7,5,"My friends, family, and animals make me happy.",Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Other,Selected,Other,"Up to $24,999",Some college,I am a student,"Single, never been married",None,7,5
English,63,55-64,45+,Woman,,20111,Virginia,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,7,6,7,6,Seeing my people happy,Selected,Selected,Other,Other,Selected,Selected,Other,Other,Other,Other,Selected,Other,Selected,Other,Selected,Selected,Other,Other,Other,"$75,000 - $99,999",Completed college,I am a stay-at-home mom/dad,Married,None,7,6
English,56,55-64,45+,Woman,,23462,Virginia,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,8,9,8,4,"When a day goes well, I am happy. When I can do something nice for someone or bring some light into the world, I am happy.",Selected,Selected,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Selected,Other,Selected,Other,Other,Other,Other,"$150,000 or greater",Graduate degree,I work full time,Married,None,8,4
English,58,55-64,45+,Woman,,37303,Tennessee,South,East South Central,No,Selected,Other,Other,Other,Other,Other,,7,10 - completely,9,0 - not at all,"My daughter, my grandkids and my boyfriend . And last but not least God",Selected,Selected,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,"Up to $24,999",Completed high school,I am retired,Separate or divorced,None,9,0
English,64,55-64,45+,Man,,1089,Massachusetts,Northeast,New England,No,Selected,Other,Other,Other,Other,Other,,8,8,5,5,My wife and I being healthy,Other,Selected,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Selected,Other,Selected,Selected,Other,Selected,Other,"$25,000 - $49,999",Completed college,I am retired,Married,None,5,5
English,60,55-64,45+,Woman,,53704,Wisconsin,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,5,5,5,3,When I don't have to go into work,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,"$50,000 - $74,999",Completed college,I work full time,"Single, never been married",None,5,3
